Date|State|Office|District|Candidate|Party|Votes
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Christie Gelineau|Libertarian|6366
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|6|Jason Gatties|U.S. Taxpayers|2591
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Tim Walberg|Republican|169668
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Kurt Richard Haskell|Democrat|136849
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Ken Proctor|Libertarian|8088
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|7|Richard E. Wunsch|Green|3464
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Mike Rogers|Republican|202217
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Lance Enderle|Democrat|128657
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Daniel Goebel|Libertarian|8083
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|8|Preston Brooks|No Party Affiliation|6097
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Don Volaric|Republican|114760
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Sander M. Levin|Democrat|208846
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Jim Fulner|Libertarian|6100
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Julia Williams|Green|4708
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|9|Les Townsend|U.S. Taxpayers|2902
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Candice S. Miller|Republican|226075
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Chuck Stadler|Democrat|97734
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|10|Bhagwan Dashairya|Libertarian|4803
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Kerry Bentivolio|Republican|181788
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Syed Taj|Democrat|158879
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|John J. Tatar|Libertarian|9637
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Steven Paul Duke|Green|4569
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Daniel Johnson|Natural Law|3251
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|James Van Gilder|Write-in|14
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|11|Ralph Sherman|Write-in|1
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Cynthia Kallgren|Republican|92472
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|John D. Dingell|Democrat|216884
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|12|Richard J. Secula|Libertarian|9867
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|Harry T. Sawicki|Republican|38769
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|John Conyers, Jr.|Democrat|235336
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|Chris Sharer|Libertarian|6076
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|13|Martin Gray|U.S. Taxpayers|4089
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|John Hauler|Republican|51395
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|Gary C. Peters|Democrat|270450
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|Leonard Schwartz|Libertarian|3968
11/6/2012|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|14|Douglas Campbell|Green|2979
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Republican|1320225
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Democratic-Farmer-Labor|1546167
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Libertarian|35098
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Grassroots Party|3149
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Green|13023
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Constitution|3722
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Justice|1996
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Constitutional Government|1092
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Socialist Workers|1051
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Socialism and Liberation|397
11/6/2012|MINNESOTA|FOR PRESIDENTIAL ELECTORS|||Write-in|10641
11/6/2012|MINNESOTA|FOR UNITED STATES SENATOR||Kurt Bills|Republican|867974
11/6/2012|MINNESOTA|FOR UNITED STATES SENATOR||Amy Klobuchar|Democrat|1854595
11/6/2012|MINNESOTA|FOR UNITED STATES SENATOR||Stephen Williams|Independence|73539
11/6/2012|MINNESOTA|FOR UNITED STATES SENATOR||Tim Davis|Grassroots Party|30531
11/6/2012|MINNESOTA|FOR UNITED STATES SENATOR||Michael Cavlan|Minnesota Open Progressives|13986
11/6/2012|MINNESOTA|FOR UNITED STATES SENATOR||Write-in||2582
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Allen Quist|Republican|142164
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Timothy J. Walz|Democrat|193211
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|1|Write-in||505
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|2|John Kline|Republican|193587
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|2|Mike Obermueller|Democratic-Farmer-Labor|164338
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|2|Write-in||521
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Erik Paulsen|Republican|222335
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Brian Barnes|Democratic-Farmer-Labor|159937
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|3|Write-in||433
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Tony Hernandez|Republican|109659
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Betty McCollum|Democrat|216685
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Steve Carlson|Independence|21135
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|4|Write-in||512
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Chris Fields|Republican|88753
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Keith Ellison|Democrat|262102
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|5|Write-in||1114
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Michele Bachmann|Republican|179240
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Jim Graves|Democratic-Farmer-Labor|174944
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|6|Write-in||969
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Lee Byberg|Republican|114151
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Collin C. Peterson|Democrat|197791
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Adam Steele|Independence|15298
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|7|Write-in||336
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Chip Cravaack|Republican|160520
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Richard Nolan|Democratic-Farmer-Labor|191976
11/6/2012|MINNESOTA|FOR UNITED STATES REPRESENTATIVE|8|Write-in||1167
11/6/2012|MISSISSIPPI|FOR PRESIDENTIAL ELECTORS|||Republican|710746
11/6/2012|MISSISSIPPI|FOR PRESIDENTIAL ELECTORS|||Democratic|562949
11/6/2012|MISSISSIPPI|FOR PRESIDENTIAL ELECTORS|||Reform|1016
11/6/2012|MISSISSIPPI|FOR PRESIDENTIAL ELECTORS|||Libertarian|6676
11/6/2012|MISSISSIPPI|FOR PRESIDENTIAL ELECTORS|||Constitution|2609
11/6/2012|MISSISSIPPI|FOR PRESIDENTIAL ELECTORS|||Green|1588
11/6/2012|MISSISSIPPI|FOR UNITED STATES SENATOR||Roger F. Wicker|Republican|709626
11/6/2012|MISSISSIPPI|FOR UNITED STATES SENATOR||Albert N. Gore, Jr.|Democrat|503467
11/6/2012|MISSISSIPPI|FOR UNITED STATES SENATOR||Shawn O’Hara|Reform|13194
11/6/2012|MISSISSIPPI|FOR UNITED STATES SENATOR||Thomas Cramer|Constitution|15281
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Alan Nunnelee|Republican|186760
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Brad Morris|Democrat|114076
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Chris Potts|Reform|2367
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Danny Bedwell|Libertarian|3584
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|1|Jim R. Bourland|Constitution|2390
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Bill Marcy|Republican|99160
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Bennie G. Thompson|Democrat|214978
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Cobby Mondale Williams|Independent|4605
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|2|Lajena Williams|Reform|1501
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|3|Gregg Harper|Republican|234717
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|3|John "Luke" Pannell|Reform|58605
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Steven M. Palazzo|Republican|182998
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Matt Moore|Democrat|82344
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Robert W. Claunch|Reform|2108
11/6/2012|MISSISSIPPI|FOR UNITED STATES REPRESENTATIVE|4|Ron Williams|Libertarian|17982
11/6/2012|MISSOURI|FOR PRESIDENTIAL ELECTORS|||Republican|1482440
11/6/2012|MISSOURI|FOR PRESIDENTIAL ELECTORS|||Democratic|1223796
11/6/2012|MISSOURI|FOR PRESIDENTIAL ELECTORS|||Libertarian|43151
11/6/2012|MISSOURI|FOR PRESIDENTIAL ELECTORS|||Constitution|7936
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||W. Todd Akin|Republican|1066159
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Claire McCaskill|Democrat|1494125
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Jonathan Dine|Libertarian|165468
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Ted Kimzey|Write-in|15
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Bernard J. "Spark" Duraski, Jr.|Write-in|9
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||William Dean|Write-in|6
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Bernie Mowinski|Write-in|5
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Charlie L. Bailey|Write-in|4
11/6/2012|MISSOURI|FOR UNITED STATES SENATOR||Arnie C. "A C " Dienoff|Write-in|2
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|1|Robyn Hamlin|Republican|60832
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|1|Wm. Lacy Clay|Democrat|267927
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|1|Robb E. Cunningham|Libertarian|11824
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Ann Wagner|Republican|236971
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Glenn Koenen|Democrat|146272
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Bill Slantz|Libertarian|9193
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|2|Anatol Zorikova|Constitution|2012
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Blaine Luetkemeyer|Republican|214843
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Eric C. Mayer|Democrat|111189
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|3|Steven Wilson|Libertarian|12353
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Vicky Hartzler|Republican|192237
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Teresa Hensley|Democrat|113120
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Thomas Holbrook|Libertarian|10407
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|4|Greg Cowan|Constitution|2959
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Jacob Turk|Republican|122149
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Emanuel Cleaver|Democrat|200290
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Randall "Randy" Langkraehr|Libertarian|8497
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|5|Andrew Feagle|Write-in|6
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|6|Sam Graves|Republican|216906
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|6|Kyle Yarber|Democrat|108503
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|6|Russ Lee Monchil|Libertarian|8279
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Billy Long|Republican|203565
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Jim Evans|Democrat|98498
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Kevin Craig|Libertarian|16668
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|7|Kenneth Joe Brown|Write-in|9
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Jo Ann Emerson|Republican|216083
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Jack Rushin|Democrat|73755
11/6/2012|MISSOURI|FOR UNITED STATES REPRESENTATIVE|8|Rick Vandeven|Libertarian|10553
11/6/2012|MONTANA|FOR PRESIDENTIAL ELECTORS|||Republican|267928
11/6/2012|MONTANA|FOR PRESIDENTIAL ELECTORS|||Democratic|201839
11/6/2012|MONTANA|FOR PRESIDENTIAL ELECTORS|||Libertarian|14165
11/6/2012|MONTANA|FOR PRESIDENTIAL ELECTORS|||Write-in|116
11/6/2012|MONTANA|FOR UNITED STATES SENATOR||Denny Rehberg|Republican|218051
11/6/2012|MONTANA|FOR UNITED STATES SENATOR||Jon Tester|Democrat|236123
11/6/2012|MONTANA|FOR UNITED STATES SENATOR||Dan Cox|Libertarian|31892
11/6/2012|MONTANA|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Steve Daines|Republican|255468
11/6/2012|MONTANA|FOR UNITED STATES REPRESENTATIVE|AT LARGE|Kim Gillan|Democrat|204939
11/6/2012|MONTANA|FOR UNITED STATES REPRESENTATIVE|AT LARGE|David Kaiser|Libertarian|19333
11/6/2012|NEBRASKA|FOR PRESIDENTIAL ELECTORS|||Republican|475064
11/6/2012|NEBRASKA|FOR PRESIDENTIAL ELECTORS|||Democratic|302081
11/6/2012|NEBRASKA|FOR PRESIDENTIAL ELECTORS|||Libertarian|11109
11/6/2012|NEBRASKA|FOR PRESIDENTIAL ELECTORS|||By Petition|2408
11/6/2012|NEBRASKA|FOR PRESIDENTIAL ELECTORS|||Write-in|3717
11/6/2012|NEBRASKA|FOR UNITED STATES SENATOR||Deb Fischer|Republican|455593
11/6/2012|NEBRASKA|FOR UNITED STATES SENATOR||Bob Kerrey|Democrat|332979
11/6/2012|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|1|Jeff Fortenberry|Republican|174889
11/6/2012|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|1|Korey L. Reiman|Democrat|81206
11/6/2012|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|2|Lee Terry|Republican|133964
11/6/2012|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|2|John W. Ewing, Jr.|Democrat|129767
11/6/2012|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|3|Adrian Smith|Republican|187423
11/6/2012|NEBRASKA|FOR UNITED STATES REPRESENTATIVE|3|Mark Sullivan|Democrat|65266
11/6/2012|NEVADA|FOR PRESIDENTIAL ELECTORS|||Republican|463567
11/6/2012|NEVADA|FOR PRESIDENTIAL ELECTORS|||Democratic|531373
11/6/2012|NEVADA|FOR PRESIDENTIAL ELECTORS|||Independent American|3240
11/6/2012|NEVADA|FOR PRESIDENTIAL ELECTORS|||Libertarian|10968
11/6/2012|NEVADA|FOR PRESIDENTIAL ELECTORS|||None of These Candidates|5770
11/6/2012|NEVADA|FOR UNITED STATES SENATOR||Dean Heller|Republican|457656
11/6/2012|NEVADA|FOR UNITED STATES SENATOR||Shelley Berkley|Democrat|446080
11/6/2012|NEVADA|FOR UNITED STATES SENATOR||David Lory VanderBeek|Independent American|48792
11/6/2012|NEVADA|FOR UNITED STATES SENATOR||None of These||45277
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Chris Edwards|Republican|56521
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Dina Titus|Democrat|113967
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|Stan Vaughan|Independent American|4145
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|1|William "Bill" Pojunis|Libertarian|4645
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Mark E. Amodei|Republican|162213
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Samuel Koepnick|Democrat|102019
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Michael L. Haines|Independent|11166
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|2|Russell Best|Independent American|6051
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Joseph J. Heck|Republican|137244
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|John Oceguera|Democrat|116823
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Jim Murphy|Independent|12856
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|3|Tom Jones|Independent American|5600
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Danny Tarkanian|Republican|101261
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Steven A. Horsford|Democrat|120501
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Floyd Fitzgibbons|Independent American|9389
11/6/2012|NEVADA|FOR UNITED STATES REPRESENTATIVE|4|Joseph P. Silvestri|Libertarian|9341
11/6/2012|NEW HAMPSHIRE|FOR PRESIDENTIAL ELECTORS|||Republican|329918
11/6/2012|NEW HAMPSHIRE|FOR PRESIDENTIAL ELECTORS|||Democratic|369561
11/6/2012|NEW HAMPSHIRE|FOR PRESIDENTIAL ELECTORS|||Libertarian|8212
11/6/2012|NEW HAMPSHIRE|FOR PRESIDENTIAL ELECTORS|||Constitution|708
11/6/2012|NEW HAMPSHIRE|FOR PRESIDENTIAL ELECTORS|||Scattering|875
11/6/2012|NEW HAMPSHIRE|FOR PRESIDENTIAL ELECTORS|||Write-in|1698
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Frank C. Guinta|Republican|158659
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Carol Shea-Porter|Democrat|171650
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Brendan Kelly|Libertarian|14521
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|1|Scattering||192
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Charles F. Bass|Republican|152977
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Ann McLane Kuster|Democrat|169275
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Hardy Macia|Libertarian|14936
11/6/2012|NEW HAMPSHIRE|FOR UNITED STATES REPRESENTATIVE|2|Scattering||206
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Republican|1478088
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Democratic|2122786
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Libertarian|21035
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Green|9886
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Constitution|2063
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||N.J. Justice|1723
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||NSA Did 911|1024
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Socialist Workers|709
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||American Third Position|664
11/6/2012|NEW JERSEY|FOR PRESIDENTIAL ELECTORS|||Socialism and Liberation|521
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Joe Kyrillos|Republican|1329534
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Robert Menendez|Democrat|1987680
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Kenneth R. Kaplan|Libertarian|16803
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Ken Wolski|Green|15801
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Gwen Diakos|Jersey Strong Independents|9359
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Eugene Martin Lavergne|No Slogan|2198
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||J. David Dranikoff|Totally Independent Candidate|3834
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Inder "Andy" Soni|America First|3593
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Robert "Turk" Turkavage|Responsibility Fairness Integrity|3532
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Gregory Pason|Socialist Party USA|2249
11/6/2012|NEW JERSEY|FOR UNITED STATES SENATOR||Daryl Mikell Brooks|Reform Nation|2066
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Gregory W. Horton|Republican|92459
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Robert E. Andrews|Democrat|210470
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|John William Reitter|Green|4413
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|1|Margaret Chapman|Reform|1177
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Frank A. LoBiondo|Republican|166677
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Cassandra Shober|Democrat|116462
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|John Ordille|Libertarian|2699
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Charles Lukens|Constitutional Conservative|1329
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|David W. Bowen, Sr.|The People’s Agenda|1010
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|2|Frank Faralli, Jr.|Conservative, Compassionate, Creative|892
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Jon Runyan|Republican|174253
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Shelley Adler|Democrat|145506
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Frederick John Lavergne|No Slogan|770
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Christopher G. Dennick, Jr.|No Slogan|280
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Robert Edward Forchion|Legalize Marijuana|1956
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Robert Shapiro|Bob’s for Jobs|1104
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|3|Robert Witterschein|None of Them|530
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Christopher H. Smith|Republican|195145
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Brian P. Froelich|Democrat|107991
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|4|Leonard P. Marshall|No Slogan|3111
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Scott Garrett|Republican|167501
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Adam Gussen|Democrat|130100
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|5|Patricia Alessandrini|Green|6770
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Anna Little|Republican|84360
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Frank Pallone, Jr.|Democrat|151782
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Mac Dara Lyden|Independent|830
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Len Flynn|Libertarian|1392
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Herbert L. Tarbous|Reform|406
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|6|Karen Zaletel|Overthrow All Incumbents|868
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Leonard Lance|Republican|175662
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Upendra J. Chivukula|Democrat|123057
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Patrick McKnight|Libertarian|4078
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|7|Dennis A. Breen|Independent Reform Candidate|4518
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Maria Karczewski|Republican|31763
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Albio Sires|Democrat|130853
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Herbert H. Shaw|Politicians Are Crooks|1839
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Stephen Deluca|Restoring America’s Promise|1710
11/6/2012|NEW JERSEY|FOR UNITED STATES REPRESENTATIVE|8|Pablo Olivera|Unity Is Strength|1625
