Date|State|Office|District|Candidate|Party|Votes
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|6|Peter J. Roskam|Republican|114456
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|6|Benjamin S. Lowe|Democrat|65379
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Mark M. Weiman|Republican|29575
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Danny K. Davis|Democrat|149846
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|7|Clarence Desmond Clemons|Independent|4428
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|8|Joe Walsh|Republican|98115
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|8|Melissa L. Bean|Democrat|97825
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|8|Bill Scheurer|Green|6495
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Joel Barry Pollak|Republican|55182
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Janice D. Schakowsky|Democrat|117553
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|9|Simon Ribeiro|Green|4472
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|10|Robert Dold|Republican|109941
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|10|Daniel J. Seals|Democrat|105290
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|10|Author C. Brumfield|Write-in|1
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|11|Adam Kinzinger|Republican|129108
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|11|Deborah L. Halvorson|Democrat|96019
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|Teri Newman|Republican|74046
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|Jerry F. Costello|Democrat|121272
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|12|Rodger Jennings|Green|7387
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|13|Judy Biggert|Republican|152132
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|13|Scott Harper|Democrat|86281
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|14|Randall M. "Randy" Hultgren|Republican|112369
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|14|Bill Foster|Democrat|98645
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|14|Daniel J. Kairis|Green|7949
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|14|Doug Marks|Write-in|50
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|15|Timothy V. Johnson|Republican|136915
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|15|David Gill|Democrat|75948
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|16|Donald A. Manzullo|Republican|138299
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|16|George W. Gaulrapp|Democrat|66037
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|16|Terry G. Campbell|Green|8425
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Bobby Schilling|Republican|104583
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Phil Hare|Democrat|85454
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|17|Roger K. Davis|Green|8861
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|18|Aaron Schock|Republican|152868
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|18|Deirdre "D. K." Hirner|Democrat|57046
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|18|Sheldon Schafer|Green|11256
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|19|John Shimkus|Republican|166166
11/2/2010|ILLINOIS|FOR UNITED STATES REPRESENTATIVE|19|Tim Bagwell|Democrat|67132
11/2/2010|INDIANA|FOR UNITED STATES SENATOR||Dan Coats|Republican|952116
11/2/2010|INDIANA|FOR UNITED STATES SENATOR||Brad Ellsworth|Democrat|697775
11/2/2010|INDIANA|FOR UNITED STATES SENATOR||Rebecca Sink-Burris|Libertarian|94330
11/2/2010|INDIANA|FOR UNITED STATES SENATOR||Jim Miller|Write-in|161
11/2/2010|INDIANA|FOR UNITED STATES SENATOR||Jack Rooney|Write-in (Independent)|99
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|1|Mark Leyva|Republican|65558
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|1|Peter J. Visclosky|Democrat|99387
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|1|Jon Morris|Libertarian|4762
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Jackie Walorski|Republican|88803
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Joe Donnelly|Democrat|91341
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|2|Mark Vogel|Libertarian|9447
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Marlin A. Stutzman|Republican|116140
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Thomas Hayhurst|Democrat|61267
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Scott Wise|Libertarian|7631
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Tom Metzger|Write-in (Independent)|10
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|3|Wes Stephens|Write-in (Independent)|1
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|4|Todd Rokita|Republican|138732
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|4|David Sanders|Democrat|53167
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|4|John Duncan|Libertarian|10423
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Dan Burton|Republican|146899
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Tim Crawford|Democrat|60024
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Jesse C. Trueblood|Independent|11218
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|5|Richard "Chard" Reid|Libertarian|18266
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|6|Mike Pence|Republican|126027
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|6|Barry Welsh|Democrat|56647
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|6|Talmage "T. J." Thompson, Jr.|Libertarian|6635
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|7|Marvin B. Scott|Republican|55213
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|7|André Carson|Democrat|86011
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|7|Dav Wilson|Libertarian|4815
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|8|Larry D. Bucshon|Republican|117259
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|8|W. Trent VanHaaften|Democrat|76265
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|8|John Cunningham|Libertarian|10240
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|9|Todd Young|Republican|118040
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|9|Baron P. Hill|Democrat|95353
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|9|Greg "No Bull" Knott|Libertarian|12070
11/2/2010|INDIANA|FOR UNITED STATES REPRESENTATIVE|9|Jerry R. Lucas|Write-in (Independent)|69
11/2/2010|IOWA|FOR UNITED STATES SENATOR||Chuck Grassley|Republican|718215
11/2/2010|IOWA|FOR UNITED STATES SENATOR||Roxanne Conlin|Democrat|371686
11/2/2010|IOWA|FOR UNITED STATES SENATOR||John Heiderscheit|Libertarian|25290
11/2/2010|IOWA|FOR UNITED STATES SENATOR||Write-in||872
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Benjamin M. Lange|Republican|100219
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Bruce L. Braley|Democrat|104428
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Rob J. Petsche|Libertarian|4087
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Jason A. Faulkner|Nominated by Petition|2092
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|1|Write-in||76
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|2|Mariannette Miller-Meeks|Republican|104319
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|2|David Loebsack|Democrat|115839
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|2|Gary Sicard|Libertarian|4356
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|2|Jon Tack|Constitution|2463
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|2|Write-in||198
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Brad Zaun|Republican|111925
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Leonard L. Boswell|Democrat|122147
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Rebecca Williamson|Socialist Workers|6258
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|3|Write-in||426
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Tom Latham|Republican|152588
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Bill Maske|Democrat|74300
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Dan Lensing|Nominated by Petition|5499
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|4|Write-in||132
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|5|Steve King|Republican|128363
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|5|Matthew Campbell|Democrat|63160
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|5|Martin James Monroe|Nominated by Petition|3622
11/2/2010|IOWA|FOR UNITED STATES REPRESENTATIVE|5|Write-in||94
11/2/2010|KANSAS|FOR UNITED STATES SENATOR||Jerry Moran|Republican|587175
11/2/2010|KANSAS|FOR UNITED STATES SENATOR||Lisa Johnston|Democrat|220971
11/2/2010|KANSAS|FOR UNITED STATES SENATOR||Michael Wm. Dann|Libertarian|17922
11/2/2010|KANSAS|FOR UNITED STATES SENATOR||Joseph "Joe" K. Bellis|Reform|11624
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|1|Tim Huelskamp|Republican|142281
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|1|Alan Jilka|Democrat|44068
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|1|Jack Warner|Libertarian|6537
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|2|Lynn Jenkins|Republican|130034
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|2|Cheryl Hudspeth|Democrat|66588
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|2|Robert Garrard|Libertarian|9353
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|3|Kevin Yoder|Republican|136246
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|3|Stephene Moore|Democrat|90193
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|3|Jasmin Talbert|Libertarian|6846
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Mike Pompeo|Republican|119575
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Raj Goyle|Democrat|74143
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Shawn Smith|Libertarian|4624
11/2/2010|KANSAS|FOR UNITED STATES REPRESENTATIVE|4|Susan G. Ducey|Reform|5041
11/2/2010|KENTUCKY|FOR UNITED STATES SENATOR||Rand Paul|Republican|755706
11/2/2010|KENTUCKY|FOR UNITED STATES SENATOR||Jack Conway|Democrat|600052
11/2/2010|KENTUCKY|FOR UNITED STATES SENATOR||Billy Ray Wilson|Write-in|338
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|1|Ed Whitfield|Republican|153840
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|1|Charles Kendall Hatchett|Democrat|62090
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|2|Brett Guthrie|Republican|155906
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|2|Ed Marksberry|Democrat|73749
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|Todd Lally|Republican|112627
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|John A. Yarmuth|Democrat|139940
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|Michael D. Hansen|Independent|1334
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|3|Edward A. Martin|Libertarian|2029
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|4|Geoff Davis|Republican|151813
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|4|John Waltz|Democrat|66694
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|5|Harold Rogers|Republican|151019
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|5|James E. "Jim" Holbert|Democrat|44034
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|Garland "Andy" Barr|Republican|119164
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|Ben Chandler|Democrat|119812
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|C. Wes Collins|Write-in|225
11/2/2010|KENTUCKY|FOR UNITED STATES REPRESENTATIVE|6|Randolph S. Vance|Write-in|22
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||David Vitter|Republican|715415
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Charlie Melancon|Democrat|476572
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Michael Karlton Brown|No Party|9973
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||R. A. "Skip" Galan|No Party|7474
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Milton Gordon|No Party|4810
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Sam Houston Melton, Jr.|No Party|3780
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Randall Todd Hayes|Libertarian|13957
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||William R. McShan|Reform|5879
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Michael Lane "Mike" Spears|Other|9190
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Ernest D. Woolon|Other|8167
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||William Robert "Bob" Lang, Jr.|Other|5734
11/2/2010|LOUISIANA|FOR UNITED STATES SENATOR||Thomas G. "Tommy" LaFargue|Other|4043
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|Steve Scalise|Republican|157182
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|Myron Katz|Democrat|38416
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|1|Arden Wells|Other|4578
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Anh "Joseph" Cao|Republican|43378
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Cedric Richmond|Democrat|83705
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Anthony Marquize|Other|1876
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|2|Jack Radosta|Other|645
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|"Jeff" Landry|Republican|108963
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|3|Ravi Sangisetty|Democrat|61914
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|4|John Fleming|Republican|105223
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|4|David Melville|Democrat|54609
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|4|Artis Cash|No Party|8962
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|Rodney Alexander|Republican|122033
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|5|Tom Gibbs, Jr.|No Party|33279
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Bill Cassidy|Republican|138607
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|6|Merritt E. McDonald, Sr.|Democrat|72577
11/2/2010|LOUISIANA|FOR UNITED STATES REPRESENTATIVE|7|Charles W. Boustany, Jr.|Republican|-1
11/2/2010|MAINE|FOR UNITED STATES REPRESENTATIVE|1|Dean Peter Scontras|Republican|128501
11/2/2010|MAINE|FOR UNITED STATES REPRESENTATIVE|1|Chellie Pingree|Democrat|169114
11/2/2010|MAINE|FOR UNITED STATES REPRESENTATIVE|1|Write-in||42
11/2/2010|MAINE|FOR UNITED STATES REPRESENTATIVE|2|Jason J. Levesque|Republican|119669
11/2/2010|MAINE|FOR UNITED STATES REPRESENTATIVE|2|Michael H. Michaud|Democrat|147042
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Eric Wargotz|Republican|655666
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Barbara Mikulski|Democrat|1140531
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Richard Shawver|Constitution|14746
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Kenniss Henry|Green|20717
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Write-in||1644
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Claud L. Ashbury|Write-in (Republican)|204
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Donald Kaplan|Write-in|110
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||James T. Lynch, Jr.|Write-in (Democrat)|84
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Lih Young|Write-in|80
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Denise L. Whittington|Write-in|56
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Robert J. Evans|Write-in|14
11/2/2010|MARYLAND|FOR UNITED STATES SENATOR||Mary Catherine Podlesak|Write-in (Republican)|6
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Andy Harris|Republican|155118
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Frank Kratovil, Jr.|Democrat|120400
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Richard James Davis|Libertarian|10876
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Write-in||242
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Jack N. Wilson|Write-in|158
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|1|Michael Kennedy|Write-in|18
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Marcelo Cardarelli|Republican|69523
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|C. A. Dutch Ruppersberger|Democrat|134133
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Lorenzo Gaztanaga|Libertarian|5090
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|2|Write-in||158
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Jim Wilhelm|Republican|86947
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|John P. Sarbanes|Democrat|147448
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Jerry McKinley|Libertarian|5212
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Alain Lareau|Constitution|1634
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|3|Write-in||188
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Robert Broadus|Republican|31467
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Donna F. Edwards|Democrat|160228
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|4|Write-in||325
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Charles Lollar|Republican|83575
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Steny H. Hoyer|Democrat|155110
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|H. Gavin Shickle|Libertarian|2578
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|5|Write-in||120
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Roscoe G. Bartlett|Republican|148820
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Andrew Duck|Democrat|80455
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Dan Massey|Libertarian|6816
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Michael Reed|Constitution|5907
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|6|Write-in||191
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Frank Mirabile, Jr.|Republican|46375
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Elijah E. Cummings|Democrat|152669
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Scott Spencer|Libertarian|3814
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Write-in||135
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Fred Donald Dickson, Jr.|Write-in|55
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|7|Ray Bly|Write-in|20
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Michael Lee Philips|Republican|52421
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Chris Van Hollen|Democrat|153613
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Mark Grannis|Libertarian|2713
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Fred Nordhorn|Constitution|696
11/2/2010|MARYLAND|FOR UNITED STATES REPRESENTATIVE|8|Write-in||224
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|William L. Gunn, Jr.|Republican|74418
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|John W. Olver|Democrat|128011
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|Michael Engel|Independent|10880
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|1|All Others||55
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|2|Thomas A. Wesley|Republican|91209
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|2|Richard E. Neal|Democrat|122751
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|2|All Others||164
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|Martin A. Lamb|Republican|85124
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|James P. McGovern|Democrat|122708
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|Patrick J. Barron|Independent|9388
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|3|All Others||132
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Sean D. M. Bielat|Republican|101517
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Barney Frank|Democrat|126194
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Susan F. Allen|Independent|3445
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|Donald M. Jordan|Tax Revolt Independent|2873
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|4|All Others||98
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Jonathan A. Golnik|Republican|94646
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Niki Tsongas|Democrat|122858
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Dale E. Brown|Liberty|4387
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|Robert M. Clark|Citizen Legislator|1991
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|5|All Others||147
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|Bill Hudak|Republican|107930
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|John F. Tierney|Democrat|142732
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|6|All Others||419
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|Gerry Dembrowski|Republican|73467
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|Edward J. Markey|Democrat|145696
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|7|All Others||194
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|8|Michael E. Capuano|Democrat|134974
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|8|All Others||2686
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|Vernon M. Harrison|Republican|59965
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|Stephen F. Lynch|Democrat|157071
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|Philip Dunkelbarger|Independent|12572
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|9|All Others||356
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|10|Jeffrey Davis Perry|Republican|120029
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|10|William R. Keating|Democrat|132743
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|10|Maryanne Lewis|Independent|16705
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|10|James A. Sheets|Independent|10445
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|10|Joe van Nes|Bring Home Troops|3084
11/2/2010|MASSACHUSETTS|FOR UNITED STATES REPRESENTATIVE|10|All Others||191
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Dan Benishek|Republican|120523
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Gary McDowell|Democrat|94824
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Keith Shelton|Libertarian|2571
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Patrick Lambert|U.S. Taxpayers|4200
11/2/2010|MICHIGAN|FOR UNITED STATES REPRESENTATIVE|1|Ellis Boal|Green|2072
